Image,Label
data\train\650.jpg,3
data\train\651.jpg,1
data\train\652.jpg,0
data\train\653.jpg,3
data\train\654.jpg,2
data\train\655.jpg,1
data\train\656.jpg,3
data\train\657.jpg,1
data\train\658.jpg,0
data\train\659.jpg,1
data\train\66.jpg,2
data\train\660.jpg,1
data\train\661.jpg,4
data\train\662.jpg,4
data\train\663.jpg,1
data\train\664.jpg,1
data\train\665.jpg,2
data\train\666.jpg,1
data\train\667.jpg,0
data\train\668.jpg,2
data\train\669.jpg,3
data\train\67.jpg,4
data\train\670.jpg,1
data\train\671.jpg,2
data\train\672.jpg,1
data\train\673.jpg,1
data\train\674.jpg,3
data\train\675.jpg,3
data\train\676.jpg,0
data\train\677.jpg,0
data\train\678.jpg,1
data\train\679.jpg,1
data\train\68.jpg,2
data\train\680.jpg,1
data\train\681.jpg,0
data\train\682.jpg,1
data\train\683.jpg,3
data\train\684.jpg,3
data\train\685.jpg,2
data\train\686.jpg,2
data\train\687.jpg,3
data\train\688.jpg,1
data\train\689.jpg,0
data\train\69.jpg,2
data\train\690.jpg,1
data\train\691.jpg,1
data\train\692.jpg,2
data\train\693.jpg,0
data\train\694.jpg,0
data\train\695.jpg,4
data\train\696.jpg,0
data\train\697.jpg,1
data\train\698.jpg,0
data\train\699.jpg,3
data\train\7.jpg,3
data\train\70.jpg,4
data\train\700.jpg,4
data\train\701.jpg,3
data\train\702.jpg,1
data\train\703.jpg,3
data\train\704.jpg,4
data\train\705.jpg,3
data\train\706.jpg,1
data\train\707.jpg,0
data\train\708.jpg,2
data\train\709.jpg,1
data\train\71.jpg,4
data\train\710.jpg,1
data\train\711.jpg,2
data\train\712.jpg,4
data\train\713.jpg,0
data\train\714.jpg,0
data\train\715.jpg,3
data\train\716.jpg,3
data\train\717.jpg,1
data\train\718.jpg,3
data\train\719.jpg,4
data\train\72.jpg,0
data\train\720.jpg,0
data\train\721.jpg,4
data\train\722.jpg,1
data\train\723.jpg,1
data\train\724.jpg,0
data\train\725.jpg,0
data\train\726.jpg,1
data\train\727.jpg,4
data\train\728.jpg,0
data\train\729.jpg,2
data\train\73.jpg,2
data\train\730.jpg,2
data\train\731.jpg,2
data\train\732.jpg,1
data\train\733.jpg,1
data\train\734.jpg,3
data\train\735.jpg,4
data\train\736.jpg,4
data\train\737.jpg,1
data\train\738.jpg,0
data\train\739.jpg,0
data\train\74.jpg,0
data\train\740.jpg,3
data\train\741.jpg,2
data\train\742.jpg,1
data\train\743.jpg,3
data\train\744.jpg,2
data\train\745.jpg,4
data\train\746.jpg,0
data\train\747.jpg,3
data\train\748.jpg,4
data\train\749.jpg,1
data\train\75.jpg,0
data\train\750.jpg,1
data\train\751.jpg,0
data\train\752.jpg,1
data\train\753.jpg,0
data\train\754.jpg,0
data\train\755.jpg,4
data\train\756.jpg,3
data\train\757.jpg,1
data\train\758.jpg,3
data\train\759.jpg,3
data\train\76.jpg,2
data\train\760.jpg,4
data\train\761.jpg,4
data\train\762.jpg,0
data\train\763.jpg,3
data\train\764.jpg,2
data\train\765.jpg,1
data\train\766.jpg,2
data\train\767.jpg,3
data\train\768.jpg,3
data\train\769.jpg,2
data\train\77.jpg,1
data\train\770.jpg,3
data\train\771.jpg,1
data\train\772.jpg,4
data\train\773.jpg,2
data\train\774.jpg,4
data\train\775.jpg,2
data\train\776.jpg,2
data\train\777.jpg,1
data\train\778.jpg,1
data\train\779.jpg,3
data\train\78.jpg,1
data\train\780.jpg,3
data\train\781.jpg,3
data\train\782.jpg,0
data\train\783.jpg,0
data\train\784.jpg,1
data\train\785.jpg,4
data\train\786.jpg,1
data\train\787.jpg,0
data\train\788.jpg,4
data\train\789.jpg,1
data\train\79.jpg,0
data\train\790.jpg,3
data\train\791.jpg,0
data\train\792.jpg,4
data\train\793.jpg,0
data\train\794.jpg,0
data\train\795.jpg,4
data\train\796.jpg,3
data\train\797.jpg,1
data\train\798.jpg,0
data\train\799.jpg,1
data\train\8.jpg,2
data\train\80.jpg,4
data\train\800.jpg,0
data\train\801.jpg,3
data\train\802.jpg,4
data\train\803.jpg,0
data\train\804.jpg,0
data\train\805.jpg,2
data\train\806.jpg,0
data\train\807.jpg,1
data\train\808.jpg,3
data\train\809.jpg,4
data\train\81.jpg,3
data\train\810.jpg,0
data\train\811.jpg,0
data\train\812.jpg,3
data\train\813.jpg,0
data\train\814.jpg,2
data\train\815.jpg,1
data\train\816.jpg,1
data\train\817.jpg,4
data\train\818.jpg,3
data\train\819.jpg,3
data\train\82.jpg,0
data\train\820.jpg,0
data\train\821.jpg,2
data\train\822.jpg,0
data\train\823.jpg,3
data\train\824.jpg,3
data\train\825.jpg,0
data\train\826.jpg,1
data\train\827.jpg,0
data\train\828.jpg,3
data\train\829.jpg,1
data\train\83.jpg,2
data\train\830.jpg,4
data\train\831.jpg,3
data\train\832.jpg,0
data\train\833.jpg,1
data\train\834.jpg,0
data\train\835.jpg,1
data\train\836.jpg,3
data\train\837.jpg,3
data\train\838.jpg,0
data\train\839.jpg,0
data\train\84.jpg,3
data\train\840.jpg,3
data\train\841.jpg,0
data\train\842.jpg,2
data\train\843.jpg,3
data\train\844.jpg,1
data\train\845.jpg,1
data\train\846.jpg,1
data\train\847.jpg,4
data\train\848.jpg,2
data\train\849.jpg,4
data\train\85.jpg,4
data\train\850.jpg,0
data\train\851.jpg,4
data\train\852.jpg,0
data\train\853.jpg,0
data\train\854.jpg,4
data\train\855.jpg,3
data\train\856.jpg,4
data\train\857.jpg,1
data\train\858.jpg,4
data\train\859.jpg,2
data\train\86.jpg,3
data\train\860.jpg,0
data\train\861.jpg,1
data\train\862.jpg,3
data\train\863.jpg,0
data\train\864.jpg,2
data\train\865.jpg,4
data\train\866.jpg,0
data\train\867.jpg,4
data\train\868.jpg,4
data\train\869.jpg,0
data\train\87.jpg,3
data\train\870.jpg,3
data\train\871.jpg,0
data\train\872.jpg,1
data\train\873.jpg,2
data\train\874.jpg,4
data\train\875.jpg,1
data\train\876.jpg,4
data\train\877.jpg,3
data\train\878.jpg,3
data\train\879.jpg,1
data\train\88.jpg,2
data\train\880.jpg,2
data\train\881.jpg,0
data\train\882.jpg,4
data\train\883.jpg,2
data\train\884.jpg,1
data\train\885.jpg,3
data\train\886.jpg,3
data\train\887.jpg,4
data\train\888.jpg,2
data\train\889.jpg,3
data\train\89.jpg,4
data\train\890.jpg,1
data\train\891.jpg,0
data\train\892.jpg,4
data\train\893.jpg,0
data\train\894.jpg,2
data\train\895.jpg,2
data\train\896.jpg,1
data\train\897.jpg,0
data\train\898.jpg,3
data\train\899.jpg,2
data\train\9.jpg,4
data\train\90.jpg,4
data\train\900.jpg,4
data\train\901.jpg,0
data\train\902.jpg,0
data\train\903.jpg,2
data\train\904.jpg,2
data\train\905.jpg,1
data\train\906.jpg,4
data\train\907.jpg,2
data\train\908.jpg,0
data\train\909.jpg,0
data\train\91.jpg,3
data\train\910.jpg,1
data\train\911.jpg,2
data\train\912.jpg,1
data\train\913.jpg,3
data\train\914.jpg,4
data\train\915.jpg,3
data\train\916.jpg,3
data\train\917.jpg,4
data\train\918.jpg,1
data\train\919.jpg,0
data\train\92.jpg,2
data\train\920.jpg,3
data\train\921.jpg,1
data\train\922.jpg,1
data\train\923.jpg,3
data\train\924.jpg,4
data\train\925.jpg,0
data\train\926.jpg,4
data\train\927.jpg,2
data\train\928.jpg,2
data\train\929.jpg,4
data\train\93.jpg,4
data\train\930.jpg,3
data\train\931.jpg,4
data\train\932.jpg,4
data\train\933.jpg,3
data\train\934.jpg,0
data\train\935.jpg,0
data\train\936.jpg,3
data\train\937.jpg,2
data\train\938.jpg,2
data\train\939.jpg,2
data\train\94.jpg,4
data\train\940.jpg,2
data\train\941.jpg,0
data\train\942.jpg,2
data\train\943.jpg,2
data\train\944.jpg,2
data\train\945.jpg,1
data\train\946.jpg,3
data\train\947.jpg,2
data\train\948.jpg,4
data\train\949.jpg,1
data\train\95.jpg,2
data\train\950.jpg,3
data\train\951.jpg,3
data\train\952.jpg,2
data\train\953.jpg,4
data\train\954.jpg,1
data\train\955.jpg,3
data\train\956.jpg,3
data\train\957.jpg,3
data\train\958.jpg,3
data\train\959.jpg,2
data\train\96.jpg,3
data\train\960.jpg,1
data\train\961.jpg,0
data\train\962.jpg,2
data\train\963.jpg,2
data\train\964.jpg,1
data\train\965.jpg,3
data\train\966.jpg,1
data\train\967.jpg,0
data\train\968.jpg,4
data\train\969.jpg,1
data\train\97.jpg,4
data\train\970.jpg,0
data\train\971.jpg,0
data\train\972.jpg,4
data\train\973.jpg,3
data\train\974.jpg,2
data\train\975.jpg,4
data\train\976.jpg,0
data\train\977.jpg,0
data\train\978.jpg,1
data\train\979.jpg,0
data\train\98.jpg,3
data\train\980.jpg,3
data\train\981.jpg,0
data\train\982.jpg,4
data\train\983.jpg,0
data\train\984.jpg,3
data\train\985.jpg,0
data\train\986.jpg,0
data\train\987.jpg,1
data\train\988.jpg,0
data\train\989.jpg,0
data\train\99.jpg,1
data\train\990.jpg,4
data\train\991.jpg,3
data\train\992.jpg,2
data\train\993.jpg,0
data\train\994.jpg,1
data\train\995.jpg,4
data\train\996.jpg,0
data\train\997.jpg,3
data\train\998.jpg,0
data\train\999.jpg,3
